fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
4,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,8,0.001,0,0,8,resize_small_hu_m300_1400_separadas
4,TEST,0.52,0.5714285714285714,0.6666666666666666,0.38461538461538464,0.5063696835418333,8,0.001,0,0,8,resize_small_hu_m300_1400_separadas
5,VALIDATION,0.65,0.5882352941176471,0.5,0.8,0.6324555320336759,8,0.001,0,0,8,resize_small_hu_m300_1400_separadas
5,TEST,0.76,0.625,0.45454545454545453,1.0,0.674199862463242,8,0.001,0,0,8,resize_small_hu_m300_1400_separadas
MEAN,VALIDATION,0.62,0.5752941176470588,0.5666666666666667,0.6690909090909092,0.6049955604522934,8,0.001,8
MEAN,TEST,0.568,0.5332167487684729,0.5409090909090909,0.5846153846153846,0.5346719901285495,8,0.001,8
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
1,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
2,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
2,TEST,0.4,0.4444444444444444,0.5,0.3076923076923077,0.3922322702763681,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
3,VALIDATION,0.75,0.6666666666666666,0.5555555555555556,0.9090909090909091,0.7106690545187014,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
3,TEST,0.76,0.7692307692307693,0.8333333333333334,0.6923076923076923,0.75955452531275,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
4,VALIDATION,0.45,0.47619047619047616,0.5555555555555556,0.36363636363636365,0.44946657497549475,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
4,TEST,0.56,0.56,0.5833333333333334,0.5384615384615384,0.560448538317805,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
5,TEST,0.68,0.6666666666666666,0.7272727272727273,0.6428571428571429,0.6837634587578277,8,0.001,0,0.3,8,resize_small_hu_m300_1400_separadas
MEAN,VALIDATION,0.65,0.6542007191892776,0.7155555555555555,0.5909090909090909,0.6360668641563911,8,0.001,8
MEAN,TEST,0.6080000000000001,0.6160683760683761,0.6621212121212121,0.5593406593406594,0.6073022815770198,8,0.001,8
1,VALIDATION,0.8,0.8181818181818182,1.0,0.6363636363636364,0.7977240352174656,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
1,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
2,TEST,0.44,0.46153846153846156,0.5,0.38461538461538464,0.4385290096535146,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
3,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
3,TEST,0.84,0.8571428571428571,1.0,0.6923076923076923,0.8320502943378437,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
4,VALIDATION,0.55,0.4,0.3333333333333333,0.7272727272727273,0.49236596391733095,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
4,TEST,0.48,0.23529411764705882,0.16666666666666666,0.7692307692307693,0.35805743701971643,8,0.001,0,0.5,8,resize_small_hu_m300_1400_separadas
