fold,set,accuracy,f1,tpr,tnr,gmean,auc,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
1,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,0.6153846153846154,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,0.5656565656565657,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.4,0.2857142857142857,0.25,0.5384615384615384,0.3668996928526714,0.48717948717948717,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.7373737373737372,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,0.641025641025641,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.55,0.4,0.3333333333333333,0.7272727272727273,0.49236596391733095,0.46464646464646464,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.64,0.5263157894736842,0.4166666666666667,0.8461538461538461,0.5937710859953544,0.6474358974358975,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.7,0.625,0.5,0.9,0.6708203932499369,0.6900000000000001,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.44,0.3,0.2727272727272727,0.5714285714285714,0.39477101697586137,0.44805194805194803,4,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6300000000000001,0.5833838383838384,0.5888888888888889,0.6709090909090908,0.6111779215739686,0.6026464646464647,4,0.001,8
MEAN,TEST,0.504,0.46740601503759394,0.5045454545454545,0.4989010989010989,0.4548710533785327,0.5678155178155178,4,0.001,8
1,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,0.5656565656565656,8,0.001,0,0,8,resize_cube64_hu_m600_1500
1,TEST,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.5064102564102564,8,0.001,0,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,0.6767676767676767,8,0.001,0,0,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.36363636363636365,0.3333333333333333,0.5384615384615384,0.4236592728681617,0.5064102564102564,8,0.001,0,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,0.7777777777777778,8,0.001,0,0,8,resize_cube64_hu_m600_1500
3,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,0.5128205128205128,8,0.001,0,0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.7,0.625,0.5555555555555556,0.8181818181818182,0.6741998624632421,0.6363636363636364,8,0.001,0,0,8,resize_cube64_hu_m600_1500
4,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,0.75,8,0.001,0,0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.7,0.7,0.7,0.7,0.7,0.72,8,0.001,0,0,8,resize_cube64_hu_m600_1500
5,TEST,0.64,0.5263157894736842,0.45454545454545453,0.7857142857142857,0.5976143046671968,0.6558441558441559,8,0.001,0,0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.71,0.6823964322571134,0.6955555555555556,0.7218181818181819,0.7028088909615361,0.6753131313131313,8,0.001,8
MEAN,TEST,0.544,0.48864244527402423,0.47424242424242424,0.6032967032967033,0.5267870146190432,0.5862970362970363,8,0.001,8
1,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,0.5858585858585859,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,0.6089743589743589,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,0.5151515151515151,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,0.43589743589743585,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.75,0.6666666666666666,0.5555555555555556,0.9090909090909091,0.7106690545187014,0.7979797979797979,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.44,0.3,0.25,0.6153846153846154,0.3922322702763681,0.41025641025641024,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.5252525252525253,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.48,0.38095238095238093,0.3333333333333333,0.6153846153846154,0.4529108136578383,0.5320512820512819,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.5555555555555556,0.5,0.7,0.5916079783099616,0.7100000000000001,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.56,0.26666666666666666,0.18181818181818182,0.8571428571428571,0.39477101697586137,0.551948051948052,8,0.001,0,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6399999999999999,0.6495169082125603,0.7444444444444445,0.5581818181818182,0.6153656324770354,0.6268484848484848,8,0.001,8
MEAN,TEST,0.48,0.4192535392535393,0.4696969696969697,0.4791208791208791,0.33271467475564587,0.5078255078255077,8,0.001,8
1,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,0.606060606060606,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.44,0.5882352941176471,0.8333333333333334,0.07692307692307693,0.25318484177091666,0.5512820512820513,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.42424242424242425,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.52,0.5714285714285714,0.6666666666666666,0.38461538461538464,0.5063696835418333,0.4487179487179487,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,0.6262626262626263,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,0.6666666666666666,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,0.4242424242424242,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.56,0.35294117647058826,0.25,0.8461538461538461,0.45993310550389993,0.5961538461538461,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.7,0.75,0.9,0.5,0.6708203932499369,0.6100000000000001,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.64,0.6666666666666666,0.8181818181818182,0.5,0.6396021490668313,0.7987012987012987,8,0.001,0,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6,0.6227195225916453,0.7355555555555555,0.4818181818181818,0.5818664588273086,0.5381616161616162,8,0.001,8
MEAN,TEST,0.536,0.5558543417366947,0.6636363636363637,0.4230769230769231,0.4678948482597486,0.6123043623043622,8,0.001,8
1,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,0.5858585858585859,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
1,TEST,0.6,0.5833333333333334,0.5833333333333334,0.6153846153846154,0.5991446895152781,0.5961538461538461,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,0.5252525252525253,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
2,TEST,0.6,0.5,0.4166666666666667,0.7692307692307693,0.5661385170722979,0.5705128205128205,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,0.7676767676767677,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
3,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,0.5128205128205128,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,0.5555555555555556,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
4,TEST,0.64,0.6896551724137931,0.8333333333333334,0.46153846153846156,0.6201736729460423,0.7307692307692308,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.75,0.782608695652174,0.9,0.6,0.7348469228349535,0.8000000000000002,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
5,TEST,0.68,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.674199862463242,0.7012987012987013,8,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.65,0.6430950351154955,0.691111111111111,0.610909090909091,0.6442977660880441,0.6468686868686869,8,0.001,8
MEAN,TEST,0.616,0.5862182545091091,0.593939393939394,0.6351648351648352,0.6028713876444179,0.6223110223110223,8,0.001,8
1,VALIDATION,0.5,0.375,0.3333333333333333,0.6363636363636364,0.4605661864718383,0.5656565656565656,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.48,0.13333333333333333,0.08333333333333333,0.8461538461538461,0.2655425022718972,0.5128205128205128,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,0.7474747474747474,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.4,0.5161290322580645,0.6666666666666666,0.15384615384615385,0.32025630761017426,0.5192307692307693,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,0.6262626262626262,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,0.673076923076923,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.7,0.625,0.5555555555555556,0.8181818181818182,0.6741998624632421,0.5656565656565657,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.68,0.5555555555555556,0.4166666666666667,0.9230769230769231,0.6201736729460423,0.6474358974358974,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.7,0.6666666666666666,0.6,0.8,0.6928203230275509,0.73,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.56,0.47619047619047616,0.45454545454545453,0.6428571428571429,0.5405624776173353,0.525974025974026,8,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6300000000000001,0.5999999999999999,0.6311111111111111,0.6327272727272728,0.6094921125713043,0.647010101010101,8,0.001,8
MEAN,TEST,0.536,0.4695750128008192,0.5075757575757576,0.5593406593406594,0.4412936131898698,0.5757076257076257,8,0.001,8
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,0.5555555555555556,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.52,0.6470588235294118,0.9166666666666666,0.15384615384615385,0.3755338080994054,0.5961538461538461,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,0.5555555555555556,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.4,0.34782608695652173,0.3333333333333333,0.46153846153846156,0.3922322702763681,0.4358974358974359,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.6,0.42857142857142855,0.3333333333333333,0.8181818181818182,0.5222329678670935,0.606060606060606,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,0.5961538461538461,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,0.4444444444444444,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,0.6217948717948718,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.55,0.6086956521739131,0.7,0.4,0.529150262212918,0.44,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.72,0.8181818181818182,0.6428571428571429,0.7252406676228423,0.7467532467532467,8,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.5599999999999999,0.5632505175983437,0.6511111111111111,0.48,0.5300220100690368,0.5203232323232323,8,0.001,8
MEAN,TEST,0.5439999999999999,0.5927605318807364,0.7303030303030303,0.3747252747252747,0.4878825176865769,0.5993506493506493,8,0.001,8
1,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,0.606060606060606,16,0.001,0,0,8,resize_cube64_hu_m600_1500
1,TEST,0.36,0.1111111111111111,0.08333333333333333,0.6153846153846154,0.22645540682891915,0.21794871794871792,16,0.001,0,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,0.5858585858585859,16,0.001,0,0,8,resize_cube64_hu_m600_1500
2,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,0.5512820512820513,16,0.001,0,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.7070707070707071,16,0.001,0,0,8,resize_cube64_hu_m600_1500
3,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,0.5064102564102564,16,0.001,0,0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,0.5151515151515151,16,0.001,0,0,8,resize_cube64_hu_m600_1500
4,TEST,0.64,0.5714285714285714,0.5,0.7692307692307693,0.6201736729460423,0.5641025641025641,16,0.001,0,0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.85,0.8571428571428571,0.9,0.8,0.8485281374238571,0.9,16,0.001,0,0,8,resize_cube64_hu_m600_1500
5,TEST,0.48,0.38095238095238093,0.36363636363636365,0.5714285714285714,0.4558423058385518,0.5324675324675325,16,0.001,0,0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.67,0.6625396825396825,0.7133333333333334,0.6327272727272726,0.6705376752853847,0.6628282828282828,16,0.001,8
MEAN,TEST,0.512,0.4326397616720197,0.43939393939393945,0.5758241758241759,0.46304215053943604,0.47444222444222445,16,0.001,8
1,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,0.5555555555555556,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,0.6666666666666667,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.4444444444444444,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.5333333333333333,0.6666666666666666,0.23076923076923078,0.3922322702763681,0.4615384615384615,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,0.6262626262626262,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,0.5641025641025641,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,0.48484848484848486,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,0.7115384615384616,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.85,0.8571428571428571,0.9,0.8,0.8485281374238571,0.8300000000000001,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.44,0.3,0.2727272727272727,0.5714285714285714,0.39477101697586137,0.43506493506493515,16,0.001,0,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.64,0.665631469979296,0.78,0.5236363636363637,0.6339687483948863,0.5882222222222222,16,0.001,8
MEAN,TEST,0.536,0.5526789817112396,0.6378787878787879,0.4373626373626374,0.5054878775012097,0.5677822177822177,16,0.001,8
1,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,0.5555555555555556,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.48,0.6285714285714286,0.9166666666666666,0.07692307692307693,0.2655425022718972,0.6089743589743589,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.64,0.8888888888888888,0.2727272727272727,0.4923659639173309,0.4444444444444444,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.48,0.5517241379310345,0.6666666666666666,0.3076923076923077,0.4529108136578383,0.4551282051282051,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,0.6363636363636364,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,0.6538461538461537,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.4,0.5714285714285714,0.8888888888888888,0.0,0.0,0.5858585858585859,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.44,0.6111111111111112,0.9166666666666666,0.0,0.0,0.6666666666666666,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.55,0.6896551724137931,1.0,0.1,0.31622776601683794,0.41000000000000003,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.44,0.6111111111111112,1.0,0.0,0.0,0.7857142857142858,16,0.001,0,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.55,0.6311971409253357,0.8444444444444443,0.2927272727272728,0.4025541399425717,0.5264444444444445,16,0.001,8
MEAN,TEST,0.488,0.6138368910782704,0.8666666666666666,0.15384615384615385,0.2569183666004067,0.6340659340659341,16,0.001,8
1,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,0.5757575757575757,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
1,TEST,0.52,0.6470588235294118,0.9166666666666666,0.15384615384615385,0.3755338080994054,0.5897435897435896,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,0.5959595959595959,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
2,TEST,0.56,0.56,0.5833333333333334,0.5384615384615384,0.560448538317805,0.5769230769230769,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,0.6969696969696969,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
3,TEST,0.52,0.5384615384615384,0.5833333333333334,0.46153846153846156,0.5188745216627708,0.532051282051282,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.6,0.5,0.4444444444444444,0.7272727272727273,0.5685352436149611,0.4949494949494949,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
4,TEST,0.72,0.6666666666666666,0.5833333333333334,0.8461538461538461,0.7025594235292439,0.7564102564102564,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.8,0.75,0.6,1.0,0.7745966692414834,0.8600000000000001,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.5333333333333333,0.36363636363636365,1.0,0.6030226891555273,0.6753246753246752,16,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.68,0.6673333333333333,0.72,0.6545454545454545,0.6602040039944701,0.6447272727272727,16,0.001,8
MEAN,TEST,0.608,0.58910407239819,0.6060606060606062,0.6,0.5520877961529506,0.626090576090576,16,0.001,8
1,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,0.5555555555555556,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,0.5641025641025641,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.43434343434343436,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.52,0.5714285714285714,0.6666666666666666,0.38461538461538464,0.5063696835418333,0.49358974358974356,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,0.6161616161616161,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,0.6089743589743589,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.49236596391733095,0.5151515151515151,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.48,0.5517241379310345,0.6666666666666666,0.3076923076923077,0.4529108136578383,0.5576923076923076,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.6,0.7142857142857143,1.0,0.2,0.4472135954999579,0.5800000000000001,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.48,0.6060606060606061,0.9090909090909091,0.14285714285714285,0.3603749850782236,0.7337662337662337,16,0.001,1e-05,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.5900000000000001,0.6461509504987766,0.8222222222222222,0.3854545454545454,0.5516752512676514,0.5402424242424242,16,0.001,8
MEAN,TEST,0.52,0.593393439667077,0.7484848484848484,0.3208791208791209,0.4761450724089915,0.5916250416250415,16,0.001,8
1,VALIDATION,0.6,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.5685352436149611,0.5757575757575758,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.48,0.6285714285714286,0.9166666666666666,0.07692307692307693,0.2655425022718972,0.6025641025641025,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,0.45454545454545453,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.5333333333333333,0.6666666666666666,0.23076923076923078,0.3922322702763681,0.4358974358974359,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.55,0.0,0.0,1.0,0.0,0.6262626262626263,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.52,0.0,0.0,1.0,0.0,0.6346153846153846,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.5,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.49236596391733095,0.4545454545454545,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,0.5512820512820513,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.55,0.64,0.8,0.3,0.4898979485566356,0.44999999999999996,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.72,0.8181818181818182,0.6428571428571429,0.7252406676228423,0.7272727272727273,16,0.001,1e-05,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.55,0.5037575757575757,0.671111111111111,0.4418181818181818,0.3954401177600297,0.5122222222222221,16,0.001,8
MEAN,TEST,0.5359999999999999,0.4563809523809523,0.546969696969697,0.5285714285714286,0.3726799803172738,0.5903263403263403,16,0.001,8
1,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,0.5656565656565656,32,0.001,0,0,8,resize_cube64_hu_m600_1500
1,TEST,0.44,0.36363636363636365,0.3333333333333333,0.5384615384615384,0.4236592728681617,0.4230769230769231,32,0.001,0,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,0.5151515151515151,32,0.001,0,0,8,resize_cube64_hu_m600_1500
2,TEST,0.64,0.6086956521739131,0.5833333333333334,0.6923076923076923,0.6354889093022426,0.7243589743589743,32,0.001,0,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.8,0.7142857142857143,0.5555555555555556,1.0,0.7453559924999299,0.797979797979798,32,0.001,0,0,8,resize_cube64_hu_m600_1500
3,TEST,0.64,0.6086956521739131,0.5833333333333334,0.6923076923076923,0.6354889093022426,0.5,32,0.001,0,0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,0.6868686868686869,32,0.001,0,0,8,resize_cube64_hu_m600_1500
4,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,0.7051282051282051,32,0.001,0,0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.75,0.7619047619047619,0.8,0.7,0.7483314773547882,0.8200000000000001,32,0.001,0,0,8,resize_cube64_hu_m600_1500
5,TEST,0.64,0.5714285714285714,0.5454545454545454,0.7142857142857143,0.6241877839323592,0.6753246753246753,32,0.001,0,0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6300000000000001,0.6238095238095237,0.6488888888888888,0.6127272727272727,0.6194340285221369,0.6771313131313133,32,0.001,8
MEAN,TEST,0.6080000000000001,0.5733483907396952,0.5757575757575758,0.6351648351648352,0.5977378004924179,0.6055777555777555,32,0.001,8
1,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,0.5656565656565656,32,0.001,0,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.6,0.7058823529411765,1.0,0.23076923076923078,0.4803844614152614,0.6410256410256411,32,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.43434343434343436,32,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.56,0.5925925925925926,0.6666666666666666,0.46153846153846156,0.5547001962252291,0.47435897435897434,32,0.001,0,0.3,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,0.6262626262626262,32,0.001,0,0.3,8,resize_cube64_hu_m600_1500
