fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
MEAN,TEST,0.616,0.6450903119868636,0.7424242424242424,0.4967032967032967,0.5948875905988393,8,0.001,8
1,VALIDATION,0.8,0.8,0.8888888888888888,0.7272727272727273,0.8040302522073697,4,0.001,0,0,8,resize_cube64_hu_m600_1500
1,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,4,0.001,0,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,4,0.001,0,0,8,resize_cube64_hu_m600_1500
2,TEST,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,4,0.001,0,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.5333333333333333,0.4444444444444444,0.8181818181818182,0.6030226891555273,4,0.001,0,0,8,resize_cube64_hu_m600_1500
3,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,4,0.001,0,0,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,4,0.001,0,0,8,resize_cube64_hu_m600_1500
4,TEST,0.6,0.5833333333333334,0.5833333333333334,0.6153846153846154,0.5991446895152781,4,0.001,0,0,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.7,0.625,0.5,0.9,0.6708203932499369,4,0.001,0,0,8,resize_cube64_hu_m600_1500
5,TEST,0.72,0.631578947368421,0.5454545454545454,0.8571428571428571,0.6837634587578276,4,0.001,0,0,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.6599999999999999,0.6080409356725146,0.5888888888888889,0.7254545454545455,0.6445887214373156,4,0.001,8
MEAN,TEST,0.616,0.581077694235589,0.5757575757575758,0.6483516483516484,0.6017465905045071,4,0.001,8
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
1,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
2,TEST,0.56,0.56,0.5833333333333334,0.5384615384615384,0.560448538317805,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
